name,short_name,vendor,format,is_instrument,primary_category_v10_6,categories_v10_6,instrument_type_v10_6,confidence_v10,needs_review_v10,primary_category_v11,categories_v11,instrument_type_v11,confidence_v11,needs_review_v11,web_verified_v11,notes_v11,idx,ident,primary_category_v6,categories_v6,primary_category_v10,categories_v10,use_cases_v10,rationale_v10,notes_v10,instrument_type_v1,instrument_tags_v1,instrument_confidence_v1,instrument_reason_v1,primary_category_v10_5,categories_v10_5,primary_category_v10_5_norm,categories_v10_5_norm_list,instrument_type_v2,instrument_tags_v2,instrument_confidence_v2,instrument_reason_v2,instrument_tags_v10_6,instrument_confidence_v10_6,instrument_reason_v10_6,needs_review,mismatch_score,web_verified_bool,__cluster,verified_integrity_v11,integrity_issues_v11,verified_auto_strict_v11,verified_auto_strict_reason_v11,verified_v11,verified_v11_level
VST3: Driftmaker       (Puremagnetik),Driftmaker,Puremagnetik,VST3,False,Utility/Routing,Utility/Routing,,high,False,Delay/Glitch_Buffer,Utility/Routing,,high,False,True,,326,C:\Program Files\Common Files\VST3\Driftmaker\Driftmaker.vst3,Utility/Routing,Utility/Routing,Utility/Routing,Utility/Routing,Utility/Routing,v6 utility,,,,,,Utility/Routing,Utility/Routing,Utility/Routing,['Utility/Routing'],,,,,,,,False,0.0,False,puremagnetik|driftmaker,True,,False,,True,web
VST: Drive (airwindows),Drive,airwindows,VST,False,Distortion/Overdrive,Distortion/Overdrive; Saturation/General,,high,False,Distortion/Overdrive,Distortion/Overdrive;Saturation/General,,high,False,False,,327,C:\Program Files\Common Files\VST2\Airwindows\Drive64.dll,Saturation/Distortion,Saturation/Distortion,Distortion/Overdrive,Distortion/Overdrive;Saturation/General,Bus/Coloring;Bus/FX,Airwindows: categorized using vendor-specific effect groupings (KVR Airwindows categorized list) plus name-based heuristics for sub-type.,,,,,,Distortion/Overdrive,Distortion/Overdrive;Saturation/General,Distortion/Overdrive,"['Distortion/Overdrive', 'Saturation/General']",,,,,,,,False,0.0,False,airwindows|drive,True,,True,name/format heuristic,True,auto_strict
VSTi: Drum Boxx Synth Free (x86) (SonicXTC),Drum Boxx Synth Free,SonicXTC,VSTI,True,Instrument/Drums/DrumSynth,Drums; Instrument; Instrument/Drums/DrumSynth; InstrumentTag/drums; InstrumentTag/synth; Synth,Instrument/Drums/DrumSynth,high,False,Instrument/Drums/DrumSynth,Drums;Instrument;Instrument/Drums/DrumSynth;InstrumentTag/drums;InstrumentTag/synth;Synth,Instrument/Drums/DrumSynth,high,False,False,,328,C:\Program Files (x86)\Steinberg\VSTPlugins\Drum Boxx Synth Free.dll,Instruments,Instruments,Instrument,Instrument,Instrument,v6 instrument,,Instrument/Drums/DrumMachineOrSynth,Instrument;Drums;Synth,medium,Keywords indicate drum machine/drum synth.,Instrument/Drums/DrumMachineOrSynth,Drums;Instrument;Synth,Instrument/Drums/DrumMachineOrSynth,"['Drums', 'Instrument', 'Synth']",Instrument/Drums/DrumSynth,drums;synth,medium,Name indicates a drum synth.,drums;synth,medium,Refined instrument type from v10.5 using name/vendor rules: Instrument/Drums/DrumMachineOrSynth → Instrument/Drums/DrumSynth.,False,0.0,False,sonicxtc|drum boxx synth free,True,,True,instrument format,True,auto_strict
VSTi: Drumatic 3 (x86) (Pieter-Jan Arts) (12 out),Drumatic 3,Pieter-Jan Arts,VSTI,True,Instrument/Drums/DrumSynth,Drums; Instrument; Instrument/Drums/DrumSynth; InstrumentTag/drums; InstrumentTag/synth; Synth,Instrument/Drums/DrumSynth,high,False,Instrument/Drums/DrumSynth,Drums;Instrument;Instrument/Drums/DrumSynth;InstrumentTag/drums;InstrumentTag/synth;Synth,Instrument/Drums/DrumSynth,high,False,False,,329,C:\Program Files (x86)\Steinberg\VSTPlugins\Drumatic_v3_02\Drumatic 3.dll,Instruments,Instruments,Instrument,Instrument,Instrument,v6 instrument,,Instrument/Drums/DrumMachineOrSynth,Instrument;Drums;Synth,medium,Keywords indicate drum machine/drum synth.,Instrument/Drums/DrumMachineOrSynth,Drums;Instrument;Synth,Instrument/Drums/DrumMachineOrSynth,"['Drums', 'Instrument', 'Synth']",Instrument/Drums/DrumSynth,drums;synth,medium,Name indicates a drum synth.,drums;synth,medium,Refined instrument type from v10.5 using name/vendor rules: Instrument/Drums/DrumMachineOrSynth → Instrument/Drums/DrumSynth.,False,0.0,False,pieter-jan arts|drumatic 3,True,,True,instrument format,True,auto_strict
VST: DrumSlam (airwindows),DrumSlam,airwindows,VST,False,Dynamics/Compressor,Dynamics/Compressor; Saturation/General,,high,False,Dynamics/Compressor,Dynamics/Compressor;Saturation/General,,high,False,False,,330,C:\Program Files\Common Files\VST2\Airwindows\DrumSlam64.dll,Saturation/Distortion,Saturation/Distortion,Dynamics/Compressor,Dynamics/Compressor;Saturation/General,Bus/Coloring;Bus/FX,Airwindows: categorized using vendor-specific effect groupings (KVR Airwindows categorized list) plus name-based heuristics for sub-type.,,,,,,Dynamics/Compressor,Dynamics/Compressor;Saturation/General,Dynamics/Compressor,"['Dynamics/Compressor', 'Saturation/General']",,,,,,,,False,0.0,False,airwindows|drumslam,True,,True,name/format heuristic,True,auto_strict
VST: DS Tantra 2 (Plugin Alliance),DS Tantra 2,Plugin Alliance,VST,False,MultiFX,Dynamics/GateExpander; Filter/StepSequenced; Glitch; MultiFX,,high,False,MultiFX,Dynamics/GateExpander;Filter/StepSequenced;Glitch;MultiFX,,high,False,False,,331,C:\Program Files\Steinberg\VSTPlugins\Plugin Alliance\DS Tantra 2.dll,Gate/TranceGate,Gate/TranceGate; Glitch/Granular/Spectral; Modulation,MultiFX,MultiFX;Glitch;Filter/StepSequenced;Dynamics/GateExpander,SoundDesign;FXBus,verified: rhythmic multi-effect,,,,,,MultiFX,MultiFX;Glitch;Filter/StepSequenced;Dynamics/GateExpander,MultiFX,"['MultiFX', 'Glitch', 'Filter/StepSequenced', 'Dynamics/GateExpander']",,,,,,,,False,0.0,False,plugin alliance|ds tantra 2,True,,True,name/format heuristic,True,auto_strict
VST3: DS Tantra 2 (Plugin Alliance),DS Tantra 2,Plugin Alliance,VST3,False,MultiFX,Dynamics/GateExpander; Filter/StepSequenced; Glitch; MultiFX,,high,False,MultiFX,Dynamics/GateExpander;Filter/StepSequenced;Glitch;MultiFX,,high,False,False,,332,C:\Program Files\Common Files\VST3\DS Tantra 2.vst3,Gate/TranceGate,Gate/TranceGate; Glitch/Granular/Spectral; Modulation,MultiFX,MultiFX;Glitch;Filter/StepSequenced;Dynamics/GateExpander,SoundDesign;FXBus,verified: rhythmic multi-effect,,,,,,MultiFX,MultiFX;Glitch;Filter/StepSequenced;Dynamics/GateExpander,MultiFX,"['MultiFX', 'Glitch', 'Filter/StepSequenced', 'Dynamics/GateExpander']",,,,,,,,False,0.0,False,plugin alliance|ds tantra 2,True,,True,name/format heuristic,True,auto_strict
VST: DTBlkFxS (darrell),DTBlkFxS,darrell,VST,False,Utility/Routing,Utility/Routing,,high,False,Utility/Routing,Utility/Routing,,high,False,False,,333,C:\Program Files\Steinberg\VSTPlugins\DtBlkFx-x64\DtBlkFx.dll,Utility/Routing,Utility/Routing,Utility/Routing,Utility/Routing,Utility/Routing,v6 utility,,,,,,Utility/Routing,Utility/Routing,Utility/Routing,['Utility/Routing'],,,,,,,,False,0.0,False,darrell|dtblkfxs,True,,True,name/format heuristic,True,auto_strict
VST3: Dualcut (Outobugi),Dualcut,Outobugi,VST3,False,Filter/Multimode,FX/Filter; Filter/Highpass; Filter/Lowpass; Filter/Multimode,,high,False,Filter/Multimode,FX/Filter;Filter/Highpass;Filter/Lowpass;Filter/Multimode,,high,False,False,,334,C:\Program Files\Common Files\VST3\Dualcut 1.2.0\Dualcut.vst3,EQ/Filter,EQ/Filter,Filter/Multimode,Filter/Multimode;FX/Filter;Filter/Highpass;Filter/Lowpass,Bus/Tracks;Bus/Groups;Mastering,verified: dual cut filter,,,,,,Filter/Multimode,Filter/Multimode;FX/Filter;Filter/Highpass;Filter/Lowpass,Filter/Multimode,"['Filter/Multimode', 'FX/Filter', 'Filter/Highpass', 'Filter/Lowpass']",,,,,,,,False,0.0,False,outobugi|dualcut,True,,True,name/format heuristic,True,auto_strict
VST: DubCenter (airwindows),DubCenter,airwindows,VST,False,Filter/Multimode,EQ/Parametric; Filter/Multimode,,high,False,Filter/Multimode,EQ/Parametric;Filter/Multimode,,high,False,False,,335,C:\Program Files\Common Files\VST2\Airwindows\DubCenter64.dll,Saturation/Distortion,Saturation/Distortion,Filter/Multimode,EQ/Parametric;Filter/Multimode,Bus/Coloring;Bus/FX,Airwindows: categorized using vendor-specific effect groupings (KVR Airwindows categorized list) plus name-based heuristics for sub-type.,,,,,,Filter/Multimode,EQ/Parametric;Filter/Multimode,Filter/Multimode,"['EQ/Parametric', 'Filter/Multimode']",,,,,,,,False,0.0,False,airwindows|dubcenter,True,,True,name/format heuristic,True,auto_strict
VST: Dubly (airwindows),Dubly,airwindows,VST,False,Special/Companding_Encoding,Dynamics; LoFi; Special/Companding_Encoding,,high,False,Special/Companding_Encoding,Dynamics;LoFi;Special/Companding_Encoding,,high,False,False,,336,C:\Program Files\Common Files\VST2\Airwindows\Dubly64.dll,Saturation/Distortion,Saturation/Distortion,Special: Companding/Encoding,Dynamics;LoFi;Special: Companding/Encoding,Noise reduction trick;Color/companding,Airwindows: categorized using vendor-specific effect groupings (KVR Airwindows categorized list) plus name-based heuristics for sub-type.,Airwindows Dubly is Dolby-style companding/encode/decode.,,,,,Special: Companding/Encoding,Dynamics;LoFi;Special: Companding/Encoding,Special/Companding_Encoding,"['Dynamics', 'LoFi', 'Special/Companding_Encoding']",,,,,,,,False,0.0,False,airwindows|dubly,True,,True,name/format heuristic,True,auto_strict
VST: Dubly2 (airwindows),Dubly2,airwindows,VST,False,Special/Companding_Encoding,Dynamics; LoFi; Special/Companding_Encoding,,high,False,Special/Companding_Encoding,Dynamics;LoFi;Special/Companding_Encoding,,high,False,False,,337,C:\Program Files\Common Files\VST2\Airwindows\Dubly264.dll,Saturation/Distortion,Saturation/Distortion,Special: Companding/Encoding,Dynamics;LoFi;Special: Companding/Encoding,Noise reduction trick;Color/companding,Airwindows: categorized using vendor-specific effect groupings (KVR Airwindows categorized list) plus name-based heuristics for sub-type.,Airwindows Dubly is Dolby-style companding/encode/decode.,,,,,Special: Companding/Encoding,Dynamics;LoFi;Special: Companding/Encoding,Special/Companding_Encoding,"['Dynamics', 'LoFi', 'Special/Companding_Encoding']",,,,,,,,False,0.0,False,airwindows|dubly2,True,,True,name/format heuristic,True,auto_strict
VST: Dubly3 (airwindows),Dubly3,airwindows,VST,False,Special/Companding_Encoding,Dynamics; LoFi; Special/Companding_Encoding,,high,False,Special/Companding_Encoding,Dynamics;LoFi;Special/Companding_Encoding,,high,False,False,,338,C:\Program Files\Common Files\VST2\Airwindows\Dubly364.dll,Saturation/Distortion,Saturation/Distortion,Special: Companding/Encoding,Dynamics;LoFi;Special: Companding/Encoding,Noise reduction trick;Color/companding,Airwindows: categorized using vendor-specific effect groupings (KVR Airwindows categorized list) plus name-based heuristics for sub-type.,Airwindows Dubly is Dolby-style companding/encode/decode.,,,,,Special: Companding/Encoding,Dynamics;LoFi;Special: Companding/Encoding,Special/Companding_Encoding,"['Dynamics', 'LoFi', 'Special/Companding_Encoding']",,,,,,,,False,0.0,False,airwindows|dubly3,True,,True,name/format heuristic,True,auto_strict
VST: DubPlate (airwindows),DubPlate,airwindows,VST,False,Saturation/General,Saturation; Saturation/General,,high,False,Mastering/Channelstrip,Mastering/Channelstrip;Saturation;Saturation/General,,high,False,True,,339,C:\Program Files\Common Files\VST2\Airwindows\DubPlate64.dll,Saturation/Distortion,Saturation/Distortion,Saturation: General,Saturation,Coloring bus;FX bus,Airwindows: categorized using vendor-specific effect groupings (KVR Airwindows categorized list) plus name-based heuristics for sub-type.,Airwindows plugin type unclear from name; grouped as experimental/utility.; General saturation.,,,,,Saturation: General,Saturation,Saturation/General,['Saturation'],,,,,,,,False,2.4,False,airwindows|dubplate,True,,False,web,True,web
VST: DubPlate2 (airwindows),DubPlate2,airwindows,VST,False,Saturation/General,Saturation; Saturation/General,,high,False,Mastering/Channelstrip,Mastering/Channelstrip;Saturation;Saturation/General,,high,False,True,,340,C:\Program Files\Common Files\VST2\Airwindows\DubPlate264.dll,Saturation/Distortion,Saturation/Distortion,Saturation: General,Saturation,Coloring bus;FX bus,Airwindows: categorized using vendor-specific effect groupings (KVR Airwindows categorized list) plus name-based heuristics for sub-type.,Airwindows plugin type unclear from name; grouped as experimental/utility.; General saturation.,,,,,Saturation: General,Saturation,Saturation/General,['Saturation'],,,,,,,,False,2.4,False,airwindows|dubplate2,True,,False,web,True,web
VST: DubSub (airwindows),DubSub,airwindows,VST,False,Filter/Multimode,EQ/Parametric; Filter/Multimode,,high,False,Filter/Multimode,EQ/Parametric;Filter/Multimode,,high,False,False,,341,C:\Program Files\Common Files\VST2\Airwindows\DubSub64.dll,Saturation/Distortion,Saturation/Distortion,Filter/Multimode,EQ/Parametric;Filter/Multimode,Bus/Coloring;Bus/FX,Airwindows: categorized using vendor-specific effect groupings (KVR Airwindows categorized list) plus name-based heuristics for sub-type.,,,,,,Filter/Multimode,EQ/Parametric;Filter/Multimode,Filter/Multimode,"['EQ/Parametric', 'Filter/Multimode']",,,,,,,,False,0.0,False,airwindows|dubsub,True,,True,name/format heuristic,True,auto_strict
VST: DubSub2 (airwindows),DubSub2,airwindows,VST,False,Filter/Multimode,EQ/Parametric; Filter/Multimode,,high,False,Filter/Multimode,EQ/Parametric;Filter/Multimode,,high,False,False,,342,C:\Program Files\Common Files\VST2\Airwindows\DubSub264.dll,Saturation/Distortion,Saturation/Distortion,Filter/Multimode,EQ/Parametric;Filter/Multimode,Bus/Coloring;Bus/FX,Airwindows: categorized using vendor-specific effect groupings (KVR Airwindows categorized list) plus name-based heuristics for sub-type.,,,,,,Filter/Multimode,EQ/Parametric;Filter/Multimode,Filter/Multimode,"['EQ/Parametric', 'Filter/Multimode']",,,,,,,,False,0.0,False,airwindows|dubsub2,True,,True,name/format heuristic,True,auto_strict
VST: DustBunny (airwindows),DustBunny,airwindows,VST,False,Distortion/Fuzz,Distortion/Fuzz; LoFi/Degrade; Saturation/General,,high,False,Distortion/Fuzz,Distortion/Fuzz;LoFi/Degrade;Saturation/General,,high,False,False,,343,C:\Program Files\Common Files\VST2\Airwindows\DustBunny64.dll,Saturation/Distortion,Saturation/Distortion,Distortion/Fuzz,Distortion/Fuzz;LoFi/Degrade;Saturation/General,Bus/Coloring;Bus/FX,Airwindows: categorized using vendor-specific effect groupings (KVR Airwindows categorized list) plus name-based heuristics for sub-type.,,,,,,Distortion/Fuzz,Distortion/Fuzz;LoFi/Degrade;Saturation/General,Distortion/Fuzz,"['Distortion/Fuzz', 'LoFi/Degrade', 'Saturation/General']",,,,,,,,False,0.0,False,airwindows|dustbunny,True,,True,name/format heuristic,True,auto_strict
VST: Dynamics (airwindows),Dynamics,airwindows,VST,False,Dynamics/Compressor,Dynamics; Dynamics/Compressor,,high,False,Dynamics/Compressor,Dynamics;Dynamics/Compressor,,high,False,False,,344,C:\Program Files\Common Files\VST2\Airwindows\Dynamics64.dll,Saturation/Distortion,Saturation/Distortion,Dynamics: Compressor,Dynamics;Dynamics: Compressor,Control,Airwindows: categorized using vendor-specific effect groupings (KVR Airwindows categorized list) plus name-based heuristics for sub-type.,Name indicates dynamics/compression.,,,,,Dynamics: Compressor,Dynamics;Dynamics: Compressor,Dynamics/Compressor,"['Dynamics', 'Dynamics/Compressor']",,,,,,,,False,0.0,False,airwindows|dynamics,True,,True,name/format heuristic,True,auto_strict
VST3: Dynastia (Outobugi),Dynastia,Outobugi,VST3,False,ChannelStrip,ChannelStrip,,high,False,ChannelStrip,ChannelStrip,,high,False,False,,345,C:\Program Files\Common Files\VST3\Dynastia 2.1.1\Dynastia.vst3,MultiFX/ChannelStrip,MultiFX/ChannelStrip,ChannelStrip,ChannelStrip,Tracks;Bus,v6 multix,No strong keyword match; needs review.; Existing category indicates channelstrip.,,,,,ChannelStrip,ChannelStrip,ChannelStrip,['ChannelStrip'],,,,,,,,False,0.0,False,outobugi|dynastia,True,,True,name/format heuristic,True,auto_strict
VST3: Dynastor (Outobugi),Dynastor,Outobugi,VST3,False,Dynamics/Compressor,Dynamics/Compressor; Dynamics/Compressor/VCA,,high,False,Dynamics/Compressor,Dynamics/Compressor;Dynamics/Compressor/VCA,,high,False,False,,346,C:\Program Files\Common Files\VST3\Dynastor 1.1.1\Dynastor.vst3,Dynamics,Dynamics,Dynamics/Compressor,Dynamics/Compressor;Dynamics/Compressor/VCA,Bus/Tracks;Bus/Groups,verified: compressor,,,,,,Dynamics/Compressor,Dynamics/Compressor;Dynamics/Compressor/VCA,Dynamics/Compressor,"['Dynamics/Compressor', 'Dynamics/Compressor/VCA']",,,,,,,,False,0.0,False,outobugi|dynastor,True,,True,name/format heuristic,True,auto_strict
VST: Dyno (airwindows),Dyno,airwindows,VST,False,Distortion/Waveshaper,Distortion/Waveshaper; Saturation/General,,high,False,Distortion/Waveshaper,Distortion/Waveshaper;Saturation/General,,high,False,False,,347,C:\Program Files\Common Files\VST2\Airwindows\Dyno64.dll,Saturation/Distortion,Saturation/Distortion,Distortion/Waveshaper,Distortion/Waveshaper;Saturation/General,Bus/Coloring;Bus/FX,Airwindows: categorized using vendor-specific effect groupings (KVR Airwindows categorized list) plus name-based heuristics for sub-type.,,,,,,Distortion/Waveshaper,Distortion/Waveshaper;Saturation/General,Distortion/Waveshaper,"['Distortion/Waveshaper', 'Saturation/General']",,,,,,,,False,0.0,False,airwindows|dyno,True,,True,name/format heuristic,True,auto_strict
VST: easyGater (EmRys),easyGater,EmRys,VST,False,Dynamics/GateExpander,Dynamics/GateExpander; Dynamics/GateExpander/TranceGate,,high,False,Dynamics/GateExpander,Dynamics/GateExpander;Dynamics/GateExpander/TranceGate,,high,False,False,,348,C:\Program Files\Common Files\VST2\easyGater_x64.dll,Utility/Routing,Utility/Routing,Dynamics/GateExpander,Dynamics/GateExpander;Dynamics/GateExpander/TranceGate,Bus/Groups;Bus/Tracks,override v6->Dynamics by name keyword | gate keyword,,,,,,Dynamics/GateExpander,Dynamics/GateExpander;Dynamics/GateExpander/TranceGate,Dynamics/GateExpander,"['Dynamics/GateExpander', 'Dynamics/GateExpander/TranceGate']",,,,,,,,False,0.0,False,emrys|easygater,True,,True,keyword: gate/expander,True,auto_strict
VST: Edge (airwindows),Edge,airwindows,VST,False,Distortion/Clipper,Distortion/Clipper; Saturation/General,,high,False,Distortion/Clipper,Distortion/Clipper;Saturation/General,,high,False,False,,349,C:\Program Files\Common Files\VST2\Airwindows\Edge64.dll,Saturation/Distortion,Saturation/Distortion,Distortion/Clipper,Distortion/Clipper;Saturation/General,Bus/Coloring;Bus/FX,Airwindows: categorized using vendor-specific effect groupings (KVR Airwindows categorized list) plus name-based heuristics for sub-type.,,,,,,Distortion/Clipper,Distortion/Clipper;Saturation/General,Distortion/Clipper,"['Distortion/Clipper', 'Saturation/General']",,,,,,,,False,0.0,False,airwindows|edge,True,,True,name/format heuristic,True,auto_strict
VST: EdIsDim (airwindows),EdIsDim,airwindows,VST,False,Saturation/General,Saturation; Saturation/General,,high,False,Saturation/General,Saturation;Saturation/General,,high,False,False,,350,C:\Program Files\Common Files\VST2\Airwindows\EdIsDim64.dll,Saturation/Distortion,Saturation/Distortion,Saturation: General,Saturation,Coloring bus;FX bus,Airwindows: categorized using vendor-specific effect groupings (KVR Airwindows categorized list) plus name-based heuristics for sub-type.,Airwindows plugin type unclear from name; grouped as experimental/utility.; General saturation.,,,,,Saturation: General,Saturation,Saturation/General,['Saturation'],,,,,,,,False,0.0,False,airwindows|edisdim,True,,True,name/format heuristic,True,auto_strict
